	Mutation Type	ID1	ID2	ID3	ID4	ID5	ID6	ID7	ID8	ID9	ID10	ID11	ID12	ID13	ID14	ID15	ID16	ID17
0	DEL_C_1_0	0.000159889	0.004824116	0.124727109	0.007249716999999999	0.022202107999999998	0.030506798999999998	0.000466561	0.039827558	0.334939881	0.025105414	0.001576565	0.052787741	0.065548371	0.012016009	0.026527369337078003	0.0009527688858421369	0.006117598535198472
1	DEL_C_1_1	0.000773523	2.2100000000000002e-05	0.20887616899999997	0.0027348690000000004	0.028547215	0.005491903	0.0	0.023915937999999998	0.09999422599999999	0.02930632	0.000550318	0.014674665	0.017536463000000002	0.0019462320000000002	0.12100978700592006	2.6391564226769794e-18	0.00366755530652
2	DEL_C_1_2	3.3099999999999997e-18	3.11e-06	0.176324217	0.002041063	0.026596927000000003	0.008033994000000001	0.008561945	0.0033305540000000003	0.002690655	0.018804056	0.000357338	0.000561932	0.0051202190000000005	0.000683696	0.147828864433683	8.154166206171196e-05	0.00122032669693285
3	DEL_C_1_3	0.0019076129999999998	0.002472076	0.064042764	0.001112283	0.014159122	0.001102379	0.042360147	0.005403153000000001	0.010625416	0.01650356	9.080000000000001e-18	0.0009955769999999999	0.005350516	0.000487468	0.136006057901119	0.0016249135398698797	2.2592683373783802e-08
4	DEL_C_1_4	0.00070599	0.003856976	0.043989808	0.001075684	0.002873422	0.00247817	0.114891909	0.0012757089999999999	0.012496901999999999	0.0029306320000000003	9.080000000000001e-18	0.00224005	0.004346005	0.002071921	0.08419769610666378	0.003378642556700548	1.94094358196916e-08
5	DEL_C_1_5+	0.003370115	0.014615423999999998	0.022417486	0.0022461779999999997	0.0026024489999999997	0.0013220729999999998	0.251763142	0.0009337289999999999	4.48e-05	8.42e-18	0.000156465	0.029410807999999997	0.000843056	0.002370276	0.0184582927326813	2.65063753759673e-18	0.0012209333445084597
6	DEL_T_1_0	0.001311605	0.007905966	0.03759923	0.006635052	0.101481149	0.004284162	0.00266749	0.034243687	0.105105373	0.028306105	0.0009442060000000001	0.045135117999999995	0.053698762000000004	0.018309803	0.023951636848662392	0.0006286495145431839	0.0060883465666712
7	DEL_T_1_1	3.3099999999999997e-18	3.95e-18	0.013309824	0.0016224660000000001	0.106099611	0.0006776880000000001	0.007732725	0.010452076	0.044293640999999995	8.42e-18	0.000258505	1.4199999999999998e-17	0.49822416799999997	0.0008525589999999999	0.07996011001833718	0.00015704009852486503	0.004903196497256921
8	DEL_T_1_2	0.0009364530000000001	0.007036418000000001	0.016501851	0.002633405	0.114128464	0.011659665	0.00025476	0.00899203	0.085861956	0.001510326	0.000516519	0.010969204	0.023777805	0.010856423	0.12041046646762894	2.65806380183744e-18	0.0012254820839316897
9	DEL_T_1_3	0.002295855	0.020234743	0.020141476999999998	0.000306038	0.088962208	0.022242391	0.028972742000000003	0.009825045	0.113250663	0.001420306	0.00042568	0.022109366000000002	0.062780952	0.01718395	0.113431215342833	2.6607938700792997e-18	0.0012238101904961198
10	DEL_T_1_4	0.0042914220000000005	0.047119925	0.015814363999999997	0.001023202	0.052259532000000004	0.017697141	0.158850553	0.00127378	0.094412737	0.00241052	0.001932451	0.044077964000000004	0.023004382	0.013347903000000001	0.07917883180819499	0.0010016506951329596	1.3415026840651104e-09
11	DEL_T_1_5+	3.3099999999999997e-18	0.814697222	0.008066314	0.000154442	0.030610522999999997	0.007954345	1.92e-07	0.010620342	0.000929835	1.27e-17	0.006539395	0.000348512	0.006079575	0.038616999	0.04690321475391701	2.79097673434101e-18	4.62677534678498e-08
12	INS_C_1_0	3.3099999999999997e-18	3.95e-18	0.002083092	6.6199999999999994e-18	0.000542252	0.002086887	0.000672367	0.0027642709999999996	5.4100000000000005e-18	8.42e-18	0.000186238	1.4199999999999998e-17	0.002850428	0.454386955	6.5800461055216396e-18	0.060271337204021926	0.004878118013299392
13	INS_C_1_1	3.3099999999999997e-18	0.000227026	0.0015788870000000002	0.000272399	0.001242898	0.0017734329999999998	2.62e-05	0.0021691189999999997	1.93e-06	0.000345074	0.163482884	0.00016769700000000002	0.001652256	0.012777431	6.5800461055216396e-18	0.13648409540387405	0.014767198726863696
14	INS_C_1_2	3.3099999999999997e-18	2.62e-05	0.001747946	6.879999999999999e-05	0.003151667	0.000246169	2.58e-05	0.001527	0.00035262300000000004	0.000272059	0.093738843	0.001596586	0.00082125	0.00065885	6.5800461055216396e-18	0.12468355806238601	0.029260404747303882
15	INS_C_1_3	0.0008459860000000001	0.00043005	0.006177647	0.000512481	0.000602848	0.000232169	0.002407735	0.000116524	5.4100000000000005e-18	0.002580556	0.03617564	0.000450319	0.000375555	0.0015644029999999998	6.5800461055216396e-18	0.09888312055540545	0.049254521820881206
16	INS_C_1_4	0.001785525	0.0029118459999999996	0.007104447	6.6199999999999994e-18	0.00019758200000000002	0.000376592	0.015485431000000001	0.000554177	2.16e-06	0.000411089	0.011189788999999999	0.00439393	0.00014857799999999999	0.001539502	6.5800461055216396e-18	0.06209437925289559	0.024538407850484008
17	INS_C_1_5+	0.024296536	0.009017536	0.007351101	0.000249143	0.000433544	0.000247997	0.060343229000000005	0.000489489	7.37e-05	0.000851184	0.0034122420000000002	0.01705149	0.0007069810000000001	0.002292999	6.5800461055216396e-18	0.031034602638488798	0.009790502822695309
18	INS_T_1_0	0.002283824	0.001328556	0.018722365	0.000333665	0.006361965	0.0063962509999999995	1.36e-06	0.0045079790000000005	0.012614483999999999	0.017003667	0.000406945	0.004265301	0.041137013	0.032612007	6.5800461055216396e-18	0.030194286807276902	0.004892794359468231
19	INS_T_1_1	4.03e-05	3.95e-18	0.043119029	0.0010100439999999999	0.013462697	0.001041187	0.000373648	0.004868696	0.010385274	0.043809449	0.314277276	0.002496518	0.004748853	0.003165883	6.5800461055216396e-18	0.103160227092233	0.0388936407223243
20	INS_T_1_2	0.000192865	0.000647033	0.04015704	1.06e-05	0.029721143999999998	0.0007388480000000001	0.018382706000000002	0.001429636	0.002314663	0.003650787	0.16180782300000002	1.4199999999999998e-17	0.0030541709999999996	0.001774606	6.5800461055216396e-18	0.10873848287983502	0.0439246079078755
21	INS_T_1_3	0.004243267	0.001082879	0.025125434	0.000173935	0.01884025	0.000930638	0.008891635	0.001087286	0.001600885	0.0037508090000000003	0.107725327	0.00010567399999999999	0.009271857	0.0011738360000000002	6.5800461055216396e-18	0.10093944532340603	0.0048720906214790305
22	INS_T_1_4	0.016649127	0.003487461	0.006563305	1.6e-05	0.011268752	0.0013498520000000001	0.012787969	0.000822618	0.001585355	9.66e-06	0.04903068	0.00033648	0.012098641	0.004784999	6.5800461055216396e-18	0.05196237644700538	0.0049034855648342505
23	INS_T_1_5+	0.8909064640000001	0.003132585	0.026181239	0.0008329260000000001	0.001439215	0.014390041000000001	0.010789848999999999	0.020161248	0.00577248	1.1100000000000002e-08	0.023629043	0.00016655	0.011099794	0.232747553	6.5800461055216396e-18	0.0350076858492558	0.004873829568653137
24	DEL_repeats_2_0	0.000686046	0.000163809	0.006897553000000001	0.07172421400000001	0.028054407000000003	0.0017836470000000002	2.33e-05	0.008769219	0.013174746999999999	0.000839181	9.080000000000001e-18	0.006268105	0.022184399	0.0006619960000000001	6.5800461055216396e-18	0.0019229422254619592	0.014682053832033897
25	DEL_repeats_2_1	0.001219969	0.003568885	0.008474654	0.23051288	0.024562729	0.002454347	0.008182301999999999	0.010307145	0.0031985409999999996	0.009472042	0.001363099	0.000278425	0.004333215	0.006600036	6.5800461055216396e-18	0.00201464612586734	0.008535950893404181
26	DEL_repeats_2_2	0.000472749	0.0018495739999999999	0.011800641	0.055059396	0.004562618	0.0020886	0.008991541	0.000532026	0.001189697	0.006541411	0.000150729	0.001398167	0.0031089240000000003	0.00270193	6.5800461055216396e-18	0.001116794298881	1.4600226807836798e-08
27	DEL_repeats_2_3	0.00042672	0.0007390439999999999	0.006671125	0.012811006000000002	0.000395919	0.000525746	0.072132138	2.71e-05	9.590000000000001e-05	0.00018504	9.080000000000001e-18	0.00067331	0.000105566	0.000392799	6.5800461055216396e-18	0.000472257144989337	3.4958315449022885e-08
28	DEL_repeats_2_4	5.4600000000000006e-05	0.000881932	0.002822525	0.003219218	0.000867563	0.000232527	0.052250842	0.000274027	5.4100000000000005e-18	8.42e-18	9.13e-06	0.011980738999999999	6.13e-06	1.41e-06	6.5800461055216396e-18	3.8826119944879804e-05	4.3445385312785196e-08
29	DEL_repeats_2_5+	3.3099999999999997e-18	4.67e-18	0.000101239	0.002382721	0.02142678	0.000215685	0.057046331	0.0008330789999999999	5.4100000000000005e-18	8.42e-18	0.004527713	0.251519845	6.63e-05	4.3700000000000005e-05	6.5800461055216396e-18	2.6406456847884597e-18	3.886952421095369e-08
30	DEL_repeats_3_0	0.000128045	1.25e-05	0.000589124	0.0050689540000000005	0.01713637	0.001051047	0.000625412	0.010964101	0.002858095	0.001200259	0.000189442	0.0075998590000000005	0.0030396670000000002	0.001146659	6.5800461055216396e-18	0.0010601413793667898	0.00855857290020103
31	DEL_repeats_3_1	0.005011085	0.005003258	0.000372386	0.097114466	0.005909794	0.005413653	0.011689003	0.0013488670000000001	0.00430191	0.042709211	0.00039086300000000003	0.000569429	0.001186963	0.004840165	6.5800461055216396e-18	0.00232592325104706	0.0024454458801672903
32	DEL_repeats_3_2	0.000769383	0.002289891	9.63e-05	0.021484282	0.00084271	0.000536054	0.005474849	0.00037657099999999997	0.001275717	0.005061091	0.00017042200000000002	0.0026803390000000003	0.000384379	0.001053481	9.352326494189859e-05	0.0011503750928103299	3.411578109694919e-08
33	DEL_repeats_3_3	0.000371256	0.000402587	2.45e-05	0.003837627	0.000621155	4.7e-05	0.003456748	0.000253509	0.00030211	0.0027305890000000003	0.000127576	0.005920051	6.9e-05	0.000249605	6.5800461055216396e-18	0.000120553148361788	1.9853711343836194e-08
34	DEL_repeats_3_4	3.3099999999999997e-18	3.97e-18	3.82e-06	0.000786295	0.005867075	7.31e-05	0.0004925369999999999	2.68e-06	5.4100000000000005e-18	8.42e-18	0.0012021080000000001	0.068622143	3.09e-06	9.19e-18	6.5800461055216396e-18	1.6070239927199297e-05	2.1306519417060804e-08
35	DEL_repeats_3_5+	3.3099999999999997e-18	3.95e-18	3.83e-07	0.0011386089999999998	0.008378911	0.000150616	0.00043658900000000003	9.1e-05	5.4100000000000005e-18	8.42e-18	0.0017423629999999998	0.097480944	9.96e-05	9.19e-18	6.5800461055216396e-18	9.5808476364924e-06	4.51480725749292e-08
36	DEL_repeats_4_0	9.97e-05	1.21e-05	0.000177645	0.007252429	0.010791265	0.002315098	0.000130877	0.006691309	0.001432774	0.001470317	9.080000000000001e-18	0.001734516	0.002155349	0.000193687	6.5800461055216396e-18	0.000698912463470956	0.006109585396574058
37	DEL_repeats_4_1	0.000900503	0.002115787	0.000634573	0.06352373	0.0028435690000000002	0.0028067290000000004	0.0033968040000000002	0.001622955	0.004594217	0.000521112	0.00035550400000000003	0.002302595	2.3e-05	0.0006173369999999999	6.5800461055216396e-18	0.00042629598802982	1.5535086148577097e-08
