	Mutation Type	ID1	ID2	ID3	ID4	ID5	ID6	ID7	ID8	ID9	ID10	ID11	ID12	ID13	ID14	ID15	ID16	ID17
38	DEL_repeats_4_2	3.23e-06	0.000543292	0.00011679899999999999	0.014548921999999999	0.000164644	0.00047449	0.002777387	0.000272623	0.0008960239999999999	7.5e-05	9.080000000000001e-18	0.0006116790000000001	7.92e-05	0.000524295	6.5800461055216396e-18	7.834975372328682e-05	3.8264943538325097e-08
39	DEL_repeats_4_3	3.3099999999999997e-18	7.27e-06	4.1200000000000004e-18	0.0045547520000000005	0.0038778140000000003	0.000291345	0.000439586	2.8800000000000002e-05	2.3800000000000003e-05	0.000132028	0.000312137	0.039259058	3.9200000000000004e-05	5.03e-05	1.39447221625922e-06	2.6365108883234297e-18	1.46064127217749e-08
40	DEL_repeats_4_4	3.3099999999999997e-18	3.95e-18	4.1200000000000004e-18	0.000849679	0.004557254	0.000110576	0.00020181	9.73e-05	5.4100000000000005e-18	8.42e-18	0.000687366	0.053287873	9.47e-06	7.73e-06	6.5800461055216396e-18	2.6309868244796e-06	3.193722948047099e-09
41	DEL_repeats_4_5+	2.8899999999999998e-05	0.00021041299999999998	2.83e-06	0.00061078	0.001584436	5.68e-05	0.000250764	6.34e-06	1.3699999999999998e-05	0.000209045	0.000157603	0.018644449	6.3e-05	9.19e-18	1.7594366617603994e-06	2.6379742851097503e-18	4.438089261110749e-09
42	DEL_repeats_5+_0	8.35e-06	3.85e-05	0.001776785	0.004132826	0.018447948999999998	0.019333291000000002	8.55e-05	0.237978863	0.000772052	0.0013903	0.001281454	0.003382885	0.020097536000000003	0.006086814	0.00028401802449914493	0.005568790135899658	0.023396375571820102
43	DEL_repeats_5+_1	0.00019067599999999997	0.0029775120000000003	7.41e-05	0.015718533	0.000410335	0.007501825	0.003476729	0.000572257	0.000479551	0.026205652000000003	0.00047463400000000004	0.002797035	0.0029805340000000004	0.000314462	6.5800461055216396e-18	0.00011024078648705098	1.9158415979671698e-08
44	DEL_repeats_5+_2	0.000126355	0.000397525	2.78e-06	0.002343845	0.000470925	0.000370524	0.0011689	0.000516838	0.000264969	0.001770382	9.080000000000001e-18	0.005103842	6.99e-05	2.13e-05	6.5800461055216396e-18	1.5433857393331598e-05	4.85820225219303e-08
45	DEL_repeats_5+_3	1.89e-05	0.000158151	4.1200000000000004e-18	0.00118248	0.000257167	0.000168175	0.00040661699999999996	8.16e-06	6.12e-06	0.00013703	9.080000000000001e-18	0.002200952	6.4e-06	2.8499999999999998e-05	1.2457865811275002e-06	6.725311137635921e-06	3.434359278596161e-08
46	DEL_repeats_5+_4	3.11e-06	8.47e-05	4.3700000000000005e-05	0.000146923	9.73e-05	5.3200000000000006e-05	0.000125882	0.00011289799999999999	7.25e-06	0.000125027	9.080000000000001e-18	0.001256186	1.46e-06	1.4999999999999999e-05	6.5800461055216396e-18	2.6719346889114794e-07	9.20661205435291e-09
47	DEL_repeats_5+_5+	3.13e-05	2.12e-05	3.82e-06	0.00010617399999999999	0.0005850180000000001	1.15e-05	2.08e-05	4.429999999999999e-05	2.99e-05	0.001120242	8.179999999999999e-08	0.00618126	2.35e-06	9.08e-05	1.7364923081366496e-06	2.62957009910824e-18	3.335356575305271e-08
48	INS_repeats_2_0	0.000402036	0.000331853	0.00263595	0.000492922	0.006349454	0.001998387	3.04e-05	0.00191671	0.0011623389999999999	0.025305458	0.00019046700000000002	0.007440331	0.010618411000000001	0.023942256000000002	6.5800461055216396e-18	0.0021917928286492	0.03437941357838011
49	INS_repeats_2_1	7.88e-06	0.000271665	0.002242683	0.000553302	0.018387642	0.000208533	0.000397626	0.001661816	0.0021001920000000003	0.038908392	9.080000000000001e-18	0.001062301	0.0018013679999999998	0.00012377299999999998	6.5800461055216396e-18	0.0010878477658604199	0.058508649263265204
50	INS_repeats_2_2	0.00022134700000000002	0.001035341	0.000955604	0.000266335	0.007207951999999999	0.0007904139999999999	7.01e-05	0.000304586	0.000760941	0.026205652000000003	0.000247885	0.000550238	0.0006885239999999999	0.001114199	6.5800461055216396e-18	0.0007299315691985677	0.0636941929664411
51	INS_repeats_2_3	0.000514268	0.000381326	0.0008972380000000001	0.000137794	0.001172292	0.0004990740000000001	0.0031470390000000003	0.00017758299999999998	0.000351635	0.00028006	0.000372356	0.000165525	0.000743544	0.000871483	6.5800461055216396e-18	9.48112433024279e-05	0.00976271301510184
52	INS_repeats_2_4	0.0029131	0.001977423	0.000253085	7.190000000000001e-05	6.879999999999999e-05	0.00018946900000000003	0.00182828	1.66e-05	3.07e-05	8.42e-18	0.00044238400000000004	0.001018206	0.00021335400000000002	0.002973978	6.5800461055216396e-18	0.000131664280470189	3.84371444624452e-09
53	INS_repeats_2_5+	0.018121584	0.013633376000000001	6.67e-06	0.000103689	0.000994122	0.000748642	0.00024477	0.001764384	5.4100000000000005e-18	8.42e-18	0.000288801	0.038005197000000004	0.000846575	0.000544275	6.5800461055216396e-18	1.18323308639907e-06	4.644066252180078e-08
54	INS_repeats_3_0	3.06e-07	5.7799999999999995e-05	9.6e-05	2.6300000000000002e-05	0.0037924779999999997	0.001219185	0.0	0.000667863	0.000254573	0.018103905	9.080000000000001e-18	0.01515014	8.209999999999999e-05	0.006623497	6.5800461055216396e-18	0.0005705891820218019	0.019583137445789593
55	INS_repeats_3_1	0.000254695	0.00122705	0.000286144	0.000450983	0.006122761	0.000288615	5.51e-06	0.000671723	0.000823355	0.055211908	0.000207083	0.000869573	0.003688328	0.0025231999999999997	6.5800461055216396e-18	0.0010921841159969997	0.11227327440041601
56	INS_repeats_3_2	4.41e-05	0.000210075	9.75e-05	0.000600335	0.0011434680000000001	0.0007465330000000001	5.47e-05	0.000135768	0.000118261	0.009432034	0.000221526	0.000183891	0.00020251099999999997	0.00020450099999999997	6.5800461055216396e-18	0.000281270540937246	0.0388744786920139
57	INS_repeats_3_3	0.00016670200000000002	3.02e-06	1.36e-05	7.42e-05	1.0199999999999999e-05	0.000249737	0.000177833	3.79e-05	5.18e-06	0.000461099	2.18e-05	8.7e-05	2.37e-05	0.000327493	6.5800461055216396e-18	3.1803876100315714e-05	1.39169498026687e-08
58	INS_repeats_3_4	8.89e-05	0.000141807	1.56e-06	7.4e-05	1.18e-05	0.000155952	0.000415609	0.000122041	1.6100000000000002e-05	0.00018704	9.080000000000001e-18	0.000340788	3.49e-06	0.00060186	6.5800461055216396e-18	7.557336037025404e-05	2.8351002653330095e-08
59	INS_repeats_3_5+	0.001248696	0.0018647070000000002	4.1200000000000004e-18	3.96e-05	0.000102574	1.98e-05	0.000769276	3.66e-05	5.4100000000000005e-18	0.00018504	9.01e-05	0.0028403120000000002	3.54e-05	0.002205997	6.5800461055216396e-18	2.2898751236993392e-05	2.7807494191078196e-08
60	INS_repeats_4_0	3.3099999999999997e-18	1.6800000000000002e-05	4.1200000000000004e-18	0.000166645	0.002439186	0.0014679170000000002	0.0	0.000777758	0.000164387	0.016003451999999998	0.000159621	0.005701178	0.001118797	0.00594693	6.5800461055216396e-18	0.0003275598872370711	0.014692452195536101
61	INS_repeats_4_1	0.000744381	0.001203728	0.000175982	0.001266435	0.003612298	0.00047628300000000003	2.61e-05	0.001103901	0.000715565	0.074616092	0.000377636	0.001908886	0.002691635	0.001326926	6.5800461055216396e-18	0.0015069781935394897	0.21024511101982402
62	INS_repeats_4_2	7.55e-05	1.22e-05	2.7399999999999995e-05	9.84e-05	0.000376459	0.0005286630000000001	0.00019481700000000002	7.99e-05	4.24e-05	0.0040908820000000005	9.080000000000001e-18	0.00021849	6.929999999999999e-05	8.45e-05	6.5800461055216396e-18	4.499627377636751e-05	0.009749096934977872
63	INS_repeats_4_3	0.000157544	0.000134169	4.77e-05	5.25e-05	1.87e-06	0.000334824	0.000273742	8.58e-06	2.15e-05	0.00023905200000000001	9.080000000000001e-18	0.000176569	6.389999999999999e-07	0.000713852	1.3609242169961202e-06	3.0164670961639094e-07	1.8609434419874696e-08
64	INS_repeats_4_4	0.000319653	0.000249385	4.18e-06	0.000146911	6.41e-06	5.6000000000000006e-05	0.00025875700000000003	0.000205515	5.4100000000000005e-18	0.0022804920000000003	9.080000000000001e-18	0.000636053	1.21e-05	0.00166501	1.4459993519473501e-06	9.395155377161023e-06	9.67765006760512e-09
65	INS_repeats_4_5+	0.00100132	0.002193545	3.289999999999999e-05	0.000135205	0.0006359769999999999	0.000106861	8.74e-06	0.000885225	2.18e-06	0.013802977	9.080000000000001e-18	0.011670537	3.14e-07	0.000274449	6.5800461055216396e-18	2.65634407131845e-18	1.1654873202859795e-08
66	INS_repeats_5+_0	3.3099999999999997e-18	3.95e-18	8.83e-05	8.58e-05	0.004750071	0.008716781	0.0	0.000318329	0.00016584599999999998	0.049210613	0.00066606	0.013790645	0.002590231	0.002712141	6.5800461055216396e-18	0.00117258662949932	0.0146738819971304
67	INS_repeats_5+_1	0.001443126	0.00013565799999999998	0.00065622	0.002135852	0.004793431	0.005405643000000001	0.0	0.009761114	0.001253996	0.278059971	0.00115191	0.003834265	0.013501952	0.026455525	6.5800461055216396e-18	0.0011011924574187994	0.004919532326989639
68	INS_repeats_5+_2	0.00025483200000000003	5.53e-06	5.51e-06	0.00022202700000000002	0.000298796	0.0013218429999999998	8.84e-06	0.000101153	0.00010284899999999999	0.009221989	0.00036600699999999995	0.002130016	4.59e-05	0.000488313	1.1819901264372694e-06	8.282667926672682e-07	4.6445807436867995e-08
69	INS_repeats_5+_3	0.000237087	9.77e-05	3.32e-05	7.59e-06	0.00016554599999999998	2.8800000000000002e-05	4.46e-06	7.09e-05	8.02e-05	0.0036607890000000002	8.340000000000001e-07	0.0026604890000000003	4.61e-05	0.000103831	1.6212730884879994e-06	2.6575732563075504e-18	4.755657844733719e-08
70	INS_repeats_5+_4	0.000261865	2.15e-06	7.87e-06	2.5300000000000002e-05	0.00012670700000000002	4.83e-05	1.06e-05	6.74e-06	5.05e-05	0.00334072	2.25e-06	0.0015924070000000001	2.43e-06	0.00015759299999999998	6.5800461055216396e-18	2.6556397504845303e-18	3.955673265683081e-08
71	INS_repeats_5+_5+	0.00011983399999999999	0.000115629	3.48e-06	0.000160229	0.000626342	6.17e-05	4.28e-06	0.00019055099999999999	9.89e-06	0.0027405909999999997	1.84e-06	0.00613607	4.33e-05	2.15e-05	6.5800461055216396e-18	2.65069544116599e-18	4.4828391015637113e-08
72	DEL_MH_2_1	0.001197815	0.000175553	0.006930764	0.18899749	0.028687946000000002	0.0006328659999999999	0.003127058	0.004913672	0.003900972	0.000638138	0.000382064	0.0026535029999999998	0.008872408	0.002640925	6.5800461055216396e-18	0.00137420087593352	0.0036689664852189497
73	DEL_MH_3_1	8.190000000000001e-05	5.46e-07	0.00034461199999999995	0.007034156	0.013157147	0.000990097	0.00025476	0.009290337	0.0030113279999999997	0.003960854000000001	0.000200443	0.010328351999999999	0.001140083	0.0015751729999999998	6.5800461055216396e-18	0.0007644702827708309	0.0048873035805208995
74	DEL_MH_3_2	0.001479593	0.002944063	0.00030285	0.049416601	0.00900421	0.00443363	0.004635639	0.004302693	0.001543302	0.019304164	0.000301744	0.0060611580000000005	0.000450306	0.003236935	6.5800461055216396e-18	0.000980363974341033	0.003681075515542338
75	DEL_MH_4_1	8.379999999999999e-05	0.000147005	7.35e-05	0.010981719	0.008732202	0.002745395	0.00018382700000000001	0.005809551	0.001927721	0.000179039	9.080000000000001e-18	0.003771718	0.001270798	8.2e-06	6.5800461055216396e-18	0.0005047179009870431	0.010979730594507601
76	DEL_MH_4_2	0.000145479	0.000550614	0.000340216	0.029483877000000002	0.006047187	0.00868271	0.001019041	0.0015915870000000002	0.0032974479999999997	0.00038708300000000003	9.080000000000001e-18	0.004573153	0.000159723	0.0009504930000000001	6.5800461055216396e-18	0.00040979952078475703	0.00489044160567025
77	DEL_MH_4_3	0.000160684	0.0006935660000000001	0.000130463	0.04886664	0.003442442	0.004773094	0.000717325	0.001098342	0.002544079	8.22e-05	0.000789868	0.000525263	0.000270578	0.002230434	6.5800461055216396e-18	0.00040236764980099995	0.003659616969830139
78	DEL_MH_5+_1	8.159999999999999e-07	0.0006249630000000001	0.001369634	0.00045312099999999996	0.008617073000000001	0.071066579	2.36e-05	0.28072426100000003	3.54e-05	0.001330287	0.000282794	0.000563378	0.011740776999999999	0.006551706	0.0006608771055161241	0.00536204916184987	0.020771328041854893
79	DEL_MH_5+_2	2.38e-10	0.00011770799999999999	0.0017512720000000001	0.00013623200000000002	0.007851021	0.253108347	0.000245769	0.12361016300000001	0.00022123599999999998	0.000124027	0.000372771	1.4199999999999998e-17	0.007055421	0.0044986340000000005	0.000432409450773911	0.00502171467340586	0.012290058300928998
80	DEL_MH_5+_3	2.33e-12	5.67e-05	0.0007749580000000001	0.001112236	0.007157975	0.21680603199999998	6.159999999999999e-05	0.046130408	0.000570907	5.65e-05	0.000750127	0.000323568	0.002165984	0.001404487	0.00026612607242145994	0.00333883980844505	0.00859625789862607
81	DEL_MH_5+_4	3.8799999999999994e-05	0.000462842	0.000640555	0.003652946	0.002492549	0.12048394300000001	6.82e-05	0.016367256	0.000448308	0.000104022	0.000130278	0.000277663	0.000281736	0.00010014299999999999	0.00024792813232693496	0.0013298973660563198	0.004897913423441858
82	DEL_MH_5+_5+	0.0006651160000000001	0.002367319	0.00036297	4.5600000000000004e-05	0.001112367	0.09928299900000001	0.001738365	0.012814882	5.4100000000000005e-18	0.041408931	0.000518955	0.006657973	0.013131907	0.000931512	0.000139828818249736	0.0016016287085549698	0.0060756360454481215
